x,y,z,vx,vy,vz,mass,radius
3677.831327192532,6323.058305935795,6335.297107608947,535.7746840747585,90.28977005440831,835.302495589238,3887.0205847456227,1873.3199188945437
407.75141554763917,5908.929431882418,6775.643618422824,16.58782892785615,512.093058299281,226.49577519793795,6806.555113685049,1751.9206257598646
6909.377381024659,3867.353463005374,9367.299887367346,137.52094414599324,341.0663510502585,113.47352124058906,9322.242564507065,8774.620140276
2579.416277151556,6599.84046034179,8172.222002012159,555.2008115994623,529.6505783560065,241.8522909004517,1837.924910253093,8973.185421953734
9004.180571633304,6331.014572732679,3390.297910487007,349.2095746126609,725.9556788702394,897.110259952577,8983.777818386056,7800.956703117662
6420.316461542878,841.3996499504883,1616.2871409461377,898.5541885270792,606.4290596595899,9.197051616629647,1913.2438857942889,6638.3826733894775
50.61583846218687,1608.0805141749865,5487.337893665861,691.8951976926933,651.9612595026006,224.26930946055978,7409.6129921278225,2380.1183840930325
3253.9969815926775,7464.914051180242,6496.328990472147,849.223410494178,657.6128923003433,568.3086033354716,1843.0729104528323,3683.480872563741
2652.0236768172545,2439.8964337908355,9730.105547524456,393.0977246667604,892.0465551771133,631.1386259972629,8153.301731874836,5031.34456012087
5769.038846263591,4925.176938188639,1952.4298779804449,722.4521152615054,280.7723624408558,24.315966431453838,6809.25066316451,1779.3356872764189
9404.585843529143,9539.285770025874,9148.643902204485,370.1587002554444,15.456616528867428,928.3185625877254,4853.657334855829,9666.881642246259
9636.199770892528,8530.0945546736,2944.488920695857,385.09772860192527,851.136671516857,316.9220051562777,2525.4347201748324,5572.444611958918
9361.54774160781,6960.29796674973,5700.61170089365,97.17649377076853,615.0072266991698,990.0538501042632,2260.7561371287165,5188.11322711373
8773.730719279554,7407.686177542045,6970.15740995268,702.4840839871092,359.4911512197552,293.5918442644934,8284.250399306624,8103.0328128450155
8670.723185801036,9132.405525564713,5113.423988609378,501.5162946871996,798.2951789667752,649.9639307777652,7317.70189531933,7959.96876766665
8900.053418175663,3379.951568515358,3755.82952639944,93.981939840869,578.2801409961739,35.942273796742086,5190.382163192141,5431.01990072869
2865.412521282844,5908.332605690108,305.0024993904943,37.348188749214415,822.6005606596583,360.1906414112629,2143.544613866963,5227.210167947495
7699.9355309861085,2158.210274968432,6228.904758190002,85.347464993768,51.681721168607694,531.354631568148,5865.716094490958,6377.924715967083
7260.913337226615,9758.520794625347,5163.003483011953,322.956472941246,795.1861947687037,270.83225126207424,4950.7427863507255,793.7792496092369
253.5074341545751,9626.48414677925,8359.801205122058,695.974206093698,408.9529444142699,173.29432007084577,2407.9333840397744,2509.926552664307
5492.266647061205,7145.959227000623,6601.973767177313,279.9338969459428,954.8652806631941,737.8969166957685,5989.186472602606,6121.090254881179
4196.000624277899,2477.3098950115746,3559.726786512616,757.8461104643691,14.393488629755868,116.07264050691623,1414.0237781957749,416.88073516651167
8554.605840110073,7036.578593800236,4741.738290873252,97.83416065100148,491.61587511683234,473.4717707805657,2558.8168291901366,4344.177975887351
3985.0473439737343,6158.500980522164,6350.936508676438,45.304009772044516,374.6126146264712,625.8599157142364,5528.226327220789,8566.33351347134
6586.93631618945,1629.3442708142968,705.6874740042985,642.4192782063157,26.511310541621814,585.7755812734633,9462.072172824619,5758.987036980031
3881.699262065219,6432.882184423532,4582.528904915166,545.616789315935,941.4648087765252,386.10263780077423,9650.715074415228,9054.452913141076
1957.9113478929644,693.6130087516545,1007.7800137742665,18.22182565154973,94.4429607559284,683.0067734163569,1640.6978361420609,3196.5665466346754
8448.753109694546,232.71935735825866,8144.684825889358,281.8547747733999,118.16482762165626,696.7371653641507,6660.4856210189555,8775.945415135258
7350.710438038857,8034.809303848486,2820.345725713065,177.4395437797228,750.6147516408583,806.834739267264,9914.546278006059,4132.05059234515
3720.1808579278318,7764.129607419968,3408.0354025301785,930.7573256035647,858.4127518430118,428.99402737501833,7757.839610123477,7547.883312105977
1031.238688359326,9025.529066795667,5052.523724478571,826.4574661077417,320.04960103061177,895.5232284962004,4502.815108607469,118.26813828818062
9053.819764192636,912.8667678613356,3193.1363759041487,950.0619670508049,950.6071469375561,573.4378881232861,6686.534909528194,4489.970764563414
2932.1077169806454,3286.6454536991596,6725.184560770384,752.37452943768,791.5790437258486,789.6181427945539,1820.8549274382133,4949.258843978789
575.5876001664428,5495.288823237355,4415.3050137337705,887.7041827582998,350.9150125520787,117.06701642760586,2286.9251384755225,7617.491210857548
6182.18063316261,1011.2267612279024,841.0680611499744,700.96913145912,72.76300636419353,821.8600592903562,7356.180044408466,822.6743186125786
848.3771408519192,9866.395785011755,3742.7079575612033,370.6421470668909,812.7995672575025,947.2485773838587,9874.009574405838,7536.248070736827
3762.5958553091577,835.0071669866876,7771.4691592743675,558.404249735805,424.22200924697626,906.354385094736,2000.777340755362,4931.3247918656825
113.53644767419068,4686.606419941263,563.0327568183735,118.81791626807193,117.52624677710489,649.2103021160635,7714.40391338881,5837.853963320625
9621.725484745419,3748.7057952370405,2857.1208628186073,868.5991281894603,223.59583851945263,963.2225394406113,1109.3902722083471,9699.089478809314
431.5991195057611,8911.431136980711,5277.011090862999,992.9647961193003,73.79656473539886,553.8542844013208,9723.722820571891,5235.747463259787
6293.986381352625,6957.486889846172,4545.410647677732,627.5580800840635,584.3143119231003,901.158010490989,1409.0174230731209,2816.8222640263807
9504.114840765587,8902.637838909162,4556.56752785713,620.1325978015367,277.38118298113267,188.1211597237613,5173.285644459839,3539.9887579802676
5836.561118508721,777.3463696498484,9743.948076661665,986.2107444796029,698.1617140197451,536.0963663441204,3785.7485465769496,8139.812246872417
6847.311725538792,1626.169393448913,9109.271844938425,822.537242923169,949.799913291924,725.7195083883599,6520.736763422109,4188.247932543282
9327.284833540132,8660.638895004084,452.18670106189404,26.366974497252006,376.4633668780496,810.5533307818329,9885.4851638345,1512.6647421242465
5941.307153521351,3808.908566310215,9699.143978146032,842.1189231357087,838.3287047111379,468.69315979497026,4733.375521038986,2741.3366485877555
563.7549665092712,8647.223762550531,8129.0100913007755,999.7176732861305,996.6368370739053,555.4317056026274,7920.886736624595,9448.209641525456
8496.473906774114,2473.4810174319764,4505.441353100935,129.15941515149498,954.0510272587223,606.17463445088,3057.7852495311645,6720.289837214509
6181.282404578958,3581.627180328405,1135.5759219962902,671.5731955927996,520.3077009037933,772.3183917356394,5681.47151000794,8523.293188182215
5519.0683877448555,5609.379715353863,8766.53602658345,403.482866212397,134.01522845064073,28.782676313338975,7796.235301062571,6206.892418021112
7040.797680992236,2129.6416150891073,1363.7147558676977,14.54466566788193,350.587558806597,589.9176868546331,4530.196405897591,4380.374471017053
9041.586944937484,3482.5546702330034,5139.894891598108,783.6530127411431,396.5427823212702,622.0867002278735,8761.273378720707,9495.711030339844
1470.7348092903794,9265.876251614944,4921.162930795382,258.24438829895837,459.1357562382613,980.032575285477,5433.562845935827,3294.228586772207
6334.008543167258,2401.4561877819306,758.6332810866392,128.87972191064924,128.04583895777245,151.90269351229435,2249.444553844691,6412.338700584114
1818.8008439914483,3456.672833238632,8967.884099060118,473.9616402628724,667.5577385210272,172.31987120162984,2730.6011692780367,418.2774765021238
1689.3506307216455,2785.9033903195864,1770.1048427674682,88.70253375705562,120.63587110060081,460.7787680327258,2857.0034656521325,3649.055911870274
5034.172708548569,6903.948286293653,393.12139841098934,799.4103989090427,627.9003894909077,81.75903194887191,8862.207616960995,9209.515281312813
610.7795985486375,2768.776481472037,8062.0127979306135,748.2596903836584,184.52101935637734,209.3493233367103,4334.248925122438,4850.384622058303
6182.54771530296,3689.1363956977243,4625.347161331479,747.4709381337566,36.6832028905979,252.43694434402076,7420.146272960972,8953.116308495122
5116.774421156661,5321.1348526531565,1071.7201133977605,447.41236682345465,532.6172664550231,242.47050363472965,3423.189078544429,3779.06878941518
200.71197777726368,3220.791655831783,2114.4800699654465,327.49735217791465,119.76213181925121,890.527280739895,6342.3320819864375,6794.232168253451
7891.712386073383,4984.421989290573,869.2028808742369,537.1065418185477,586.8411180208791,745.43947418433,4884.935916067115,1284.527224927682
2837.759057987245,3630.822963986351,6459.172413316012,570.7783046689119,356.0967258978462,986.5152487929797,6451.973374211984,2379.8956494425847
1017.8247262040375,1528.5913918433203,2459.577283845081,160.68137325955567,186.56702405130576,285.0951686938471,2560.3623576527934,8968.686592017988
802.3374566164221,5245.113895702547,4103.968269896615,982.3786169086064,112.03890216805235,397.85559904574166,9725.23389947832,8656.416187680863
8170.720709492799,2579.0282704493984,1708.8758739006582,668.643219924431,929.3759891275857,556.7628930139298,6144.5142052290985,2806.991145666239
7694.929331919369,1870.4374855752337,3236.792364042437,425.43643861641675,507.61037868445504,242.40973241508024,2033.531422652832,6110.0942239919095
2886.3055324025577,5812.382214226122,1543.627152742023,481.1401018548175,532.5894325515859,51.82353682242691,4029.4385037452853,1352.8026226203526
633.7497047276775,9899.602323899453,3223.5384497472296,809.8744458546348,254.64065476376385,681.5027222239293,7842.050739007179,5960.431018672364
4715.7618855015835,4118.409141472685,3488.682665429953,929.5291442478258,830.6194077877292,965.0269106665125,2118.6750113699027,7311.366077284406
9383.404568210379,1812.3306616566015,664.962673667775,741.1206492900591,574.4731131799119,841.828776758272,2257.951389636605,7954.720445480303
2016.2732004774452,1636.5594286570451,1642.6579793099295,814.5747202313821,665.1972206962001,523.0654247691193,4229.474357111522,8773.233402722952
3924.4510742263537,8165.994394715771,4391.349085702184,376.9444294249076,462.6797856696064,301.3778741641421,7728.48442158626,5032.176697023867
2322.126951468173,8995.745732745685,3838.912213732114,543.5528611139886,906.4721109645469,624.2379959139921,2052.0823663752767,9398.922914898616
6277.080530714178,3349.056146570861,1392.7207266338726,794.025189270296,620.0727559285135,533.4610919763215,9045.033247458618,7888.086140133062
1516.7487973275117,3117.220677955482,2484.8913981446576,743.946292572677,33.53243473577938,569.8896848713165,7862.128171666215,8768.888711249878
3420.8174871590745,8212.573046720128,1106.3173695520723,846.4522917345182,127.48866233198241,397.2872905603673,8175.658292015983,1507.6750992142502
2292.5139523264147,7222.525683930663,7200.365365460743,641.1476328852973,693.9484444671,542.7244433475962,3266.191530162575,3463.502975104155
1815.9771680142567,9084.505613336283,5833.917947661204,400.8514167636399,462.0058036441327,947.2833396118153,2380.1626280447217,5866.436021847804
5058.88678884466,6114.5423543464785,181.1018382084051,872.1239089441515,932.1182824836123,565.1331835892089,7269.857414892031,9225.768817961183
